ActorID,FirstName,LastName,Gender,BirthDate,Nationality,AwardsCount,Biography
247,Hyun,Kang,Erkek,1956-12-24,Güney Kore,5,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Seslendirme ve dublajda da başarılı çalışmaları vardır.
248,Valentina,Rossi,Kadın,1980-02-14,İtalya,4,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
249,Mia,Wagner,Kadın,1950-02-11,Almanya,7,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Derin karakter analizleri ile tanınmaktadır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Kültürel çeşitliliği ve insan hikayelerini işler. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır.
250,Rahul,Kumar,Erkek,1993-01-06,Hindistan,2,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
251,Henry,Taylor,Erkek,1965-04-06,İngiltere,1,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
252,Manuel,Sánchez,Erkek,1964-10-20,Meksika,2,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
253,Paul,Robert,Erkek,1999-09-18,Fransa,10,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler.
254,Laura,Garcia,Kadın,1994-01-17,İspanya,5,Derin karakter analizleri ile tanınmaktadır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
255,Sara,Russo,Kadın,1993-02-03,İtalya,0,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
256,Bo-Ra,Yoon,Kadın,1977-08-31,Güney Kore,7,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
257,Jennifer,Garcia,Kadın,1983-02-21,ABD,0,Her filmi büyük bir titizlikle yönetir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
258,Aylin,Koç,Kadın,1958-09-04,Türkiye,8,Film müziklerine özel önem verir ve işbirlikleri yapar. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler.
259,Jun,Zhou,Erkek,1998-01-16,Çin,3,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Kültürel çeşitliliği ve insan hikayelerini işler. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
260,Mei,Zhao,Kadın,1963-03-25,Çin,2,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Derin karakter analizleri ile tanınmaktadır.
261,Henry,Taylor,Diğer,1989-01-22,İngiltere,9,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çok yönlü sanatçı kimliği ile tanınır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Kültürel çeşitliliği ve insan hikayelerini işler. Toplumsal meselelere duyarlı projelerde yer almıştır.
262,Sunita,Reddy,Kadın,1974-10-12,Hindistan,0,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Derin karakter analizleri ile tanınmaktadır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
263,Carmen,Moreno,Kadın,1958-12-28,İspanya,1,Toplumsal meselelere duyarlı projelerde yer almıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Derin karakter analizleri ile tanınmaktadır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Kültürel çeşitliliği ve insan hikayelerini işler.
264,Giulia,Ferrari,Kadın,1992-06-09,İtalya,4,Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çok yönlü sanatçı kimliği ile tanınır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Kültürel çeşitliliği ve insan hikayelerini işler. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
265,Sanya,Sharma,Kadın,1979-09-28,Hindistan,7,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
266,Min-Seo,Park,Kadın,1958-10-24,Güney Kore,4,Film müziklerine özel önem verir ve işbirlikleri yapar. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Derin karakter analizleri ile tanınmaktadır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
267,Ethan,Moreau,Erkek,1986-07-13,Fransa,5,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
268,Hannah,Hoffmann,Kadın,1986-03-11,Almanya,9,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
269,Arthur,Petit,Erkek,1954-07-15,Fransa,4,Her filmi büyük bir titizlikle yönetir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
270,Davide,Greco,Erkek,1983-06-01,İtalya,7,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Toplumsal meselelere duyarlı projelerde yer almıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
271,James,Jones,Erkek,1973-03-16,ABD,0,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
272,Stefano,Rossi,Erkek,1986-09-27,İtalya,10,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
273,Derya,Çelik,Kadın,1950-10-05,Türkiye,9,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Derin karakter analizleri ile tanınmaktadır. Kültürel çeşitliliği ve insan hikayelerini işler.
274,Jessica,Jones,Kadın,1969-07-30,ABD,10,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Toplumsal meselelere duyarlı projelerde yer almıştır.
275,Chiara,Russo,Kadın,1975-05-12,İtalya,7,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
276,Elizabeth,Brown,Kadın,1973-06-06,ABD,2,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır.
277,Jessica,Jones,Kadın,1952-04-14,ABD,4,Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Seslendirme ve dublajda da başarılı çalışmaları vardır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
278,Sarah,Garcia,Kadın,1969-12-13,ABD,10,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Seslendirme ve dublajda da başarılı çalışmaları vardır. Toplumsal meselelere duyarlı projelerde yer almıştır.
279,Emre,Çelik,Erkek,1992-03-27,Türkiye,8,Seslendirme ve dublajda da başarılı çalışmaları vardır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
280,Nathan,Richard,Erkek,1977-07-20,Fransa,5,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Her filmi büyük bir titizlikle yönetir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
281,Aya,Saito,Kadın,1956-05-22,Japonya,8,Seslendirme ve dublajda da başarılı çalışmaları vardır. Kültürel çeşitliliği ve insan hikayelerini işler. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
282,Paul,Fischer,Erkek,1963-07-12,Almanya,5,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Her filmi büyük bir titizlikle yönetir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
283,Dong-Hyun,Kim,Erkek,1965-11-12,Güney Kore,0,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
284,Henry,Evans,Erkek,1988-11-28,İngiltere,6,Kültürel çeşitliliği ve insan hikayelerini işler. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Toplumsal meselelere duyarlı projelerde yer almıştır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
285,Miyu,Takahashi,Kadın,1997-08-22,Japonya,10,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çok yönlü sanatçı kimliği ile tanınır. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
286,Léna,Thomas,Kadın,1980-11-22,Fransa,1,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
287,Lina,Schulz,Diğer,1990-11-26,Almanya,8,Derin karakter analizleri ile tanınmaktadır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
288,Susan,Smith,Kadın,1964-10-16,ABD,3,Çok yönlü sanatçı kimliği ile tanınır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
289,Sofia,Garcia,Kadın,1961-01-18,İspanya,6,Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Seslendirme ve dublajda da başarılı çalışmaları vardır.
290,Emily,Jones,Kadın,1951-10-09,İngiltere,6,Kültürel çeşitliliği ve insan hikayelerini işler. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Toplumsal meselelere duyarlı projelerde yer almıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
291,Léna,Durand,Kadın,1950-11-01,Fransa,10,Seslendirme ve dublajda da başarılı çalışmaları vardır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
292,Elena,Martinez,Kadın,1962-04-22,İspanya,8,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
293,Inès,Petit,Kadın,1973-08-05,Fransa,5,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Toplumsal meselelere duyarlı projelerde yer almıştır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir.
294,Alejandro,Hernández,Diğer,1979-08-30,Meksika,0,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Seslendirme ve dublajda da başarılı çalışmaları vardır.
295,Jae,Lee,Erkek,1958-01-30,Güney Kore,1,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Her filmi büyük bir titizlikle yönetir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
296,Min-Jun,Jung,Erkek,1965-09-03,Güney Kore,5,Derin karakter analizleri ile tanınmaktadır. Çok yönlü sanatçı kimliği ile tanınır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film müziklerine özel önem verir ve işbirlikleri yapar. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
297,Haruka,Kato,Kadın,1965-04-19,Japonya,7,Çok yönlü sanatçı kimliği ile tanınır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
298,Thomas,Evans,Erkek,1990-12-16,İngiltere,7,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çok yönlü sanatçı kimliği ile tanınır.
299,David,Thomas,Erkek,1993-04-21,İngiltere,2,Film müziklerine özel önem verir ve işbirlikleri yapar. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
300,Seung,Kim,Erkek,1986-11-24,Güney Kore,1,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Seslendirme ve dublajda da başarılı çalışmaları vardır.
301,Lan,Yang,Kadın,2000-09-09,Çin,8,Derin karakter analizleri ile tanınmaktadır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Çok yönlü sanatçı kimliği ile tanınır.
302,Chloé,Moreau,Kadın,1984-07-12,Fransa,9,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
303,Xiu,Li,Kadın,1994-06-26,Çin,7,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
304,Alice,Petit,Kadın,1983-12-21,Fransa,1,Her filmi büyük bir titizlikle yönetir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Film müziklerine özel önem verir ve işbirlikleri yapar. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
305,Michael,Johnson,Erkek,1994-08-15,ABD,6,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Toplumsal meselelere duyarlı projelerde yer almıştır. Çok yönlü sanatçı kimliği ile tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
306,Marta,Lopez,Kadın,1995-08-10,İspanya,10,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Her filmi büyük bir titizlikle yönetir. Film müziklerine özel önem verir ve işbirlikleri yapar.
307,Ying,Zhao,Kadın,1992-06-12,Çin,1,Film müziklerine özel önem verir ve işbirlikleri yapar. Seslendirme ve dublajda da başarılı çalışmaları vardır. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
308,Ryota,Shimizu,Erkek,1976-03-12,Japonya,5,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
309,Aylin,Çelik,Kadın,1986-09-18,Türkiye,9,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Kültürel çeşitliliği ve insan hikayelerini işler. Her filmi büyük bir titizlikle yönetir.
310,Alice,Martin,Kadın,1959-09-02,Fransa,10,Film müziklerine özel önem verir ve işbirlikleri yapar. Her filmi büyük bir titizlikle yönetir. Seslendirme ve dublajda da başarılı çalışmaları vardır.
311,Sofia,Garcia,Diğer,1962-01-29,İspanya,8,Toplumsal meselelere duyarlı projelerde yer almıştır. Derin karakter analizleri ile tanınmaktadır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
312,Yu-Jin,Park,Diğer,1965-11-24,Güney Kore,2,Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
313,Elena,Gomez,Kadın,1995-03-24,İspanya,9,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Kültürel çeşitliliği ve insan hikayelerini işler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
314,Bo-Ra,Shin,Kadın,1962-05-25,Güney Kore,8,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Çok yönlü sanatçı kimliği ile tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
315,Arthur,Thomas,Erkek,1976-01-26,Fransa,10,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Toplumsal meselelere duyarlı projelerde yer almıştır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
316,Sarah,Garcia,Kadın,1981-08-08,ABD,9,Seslendirme ve dublajda da başarılı çalışmaları vardır. Çok yönlü sanatçı kimliği ile tanınır. Toplumsal meselelere duyarlı projelerde yer almıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Derin karakter analizleri ile tanınmaktadır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
317,Hao,Wang,Erkek,1984-03-03,Çin,10,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Film müziklerine özel önem verir ve işbirlikleri yapar.
318,Burak,Yılmaz,Diğer,1972-06-24,Türkiye,4,Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
319,Hyun,Im,Erkek,2000-05-29,Güney Kore,6,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Seslendirme ve dublajda da başarılı çalışmaları vardır.
320,Miyu,Kato,Diğer,1984-10-08,Japonya,8,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çok yönlü sanatçı kimliği ile tanınır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
321,Manon,Richard,Kadın,1989-10-01,Fransa,9,Film müziklerine özel önem verir ve işbirlikleri yapar. Çok yönlü sanatçı kimliği ile tanınır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
322,Joon,Park,Erkek,1956-09-06,Güney Kore,8,Kültürel çeşitliliği ve insan hikayelerini işler. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Derin karakter analizleri ile tanınmaktadır.
323,Hannah,Schulz,Kadın,1961-09-02,Almanya,4,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Her filmi büyük bir titizlikle yönetir. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
324,Deniz,Yılmaz,Erkek,1978-12-11,Türkiye,10,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Toplumsal meselelere duyarlı projelerde yer almıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
325,Juan,Cruz,Erkek,1969-09-25,Meksika,1,Derin karakter analizleri ile tanınmaktadır. Toplumsal meselelere duyarlı projelerde yer almıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
326,William,Miller,Erkek,1969-02-21,ABD,5,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Film müziklerine özel önem verir ve işbirlikleri yapar. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
327,Mei,Yang,Kadın,1950-10-16,Çin,7,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
328,Francesca,Colombo,Kadın,1984-03-19,İtalya,4,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film müziklerine özel önem verir ve işbirlikleri yapar. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Her filmi büyük bir titizlikle yönetir.
329,Dong-Hyun,Im,Erkek,1967-04-10,Güney Kore,1,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır.
